TickMSC,Time,Bid,Ask,Spread,BidVol,AskVol,Ping
1767258786778,2026.01.01 09:13:06.778,1.0839980369212445,1.0842180369212446,22,9,1,36
1767258786981,2026.01.01 09:13:06.981,1.0839776051256176,1.0842176051256176,24,13,1,41
1767258787837,2026.01.01 09:13:07.837,1.0840015460630283,1.0842115460630284,21,8,1,26
1767258788561,2026.01.01 09:13:08.561,1.0840355248472864,1.0841855248472865,15,11,1,28
1767258789986,2026.01.01 09:13:09.986,1.0840429958209619,1.084152995820962,11,13,9,35
1767258791045,2026.01.01 09:13:11.045,1.0840285762109467,1.0841685762109468,14,13,1,37
1767258792513,2026.01.01 09:13:12.513,1.0840225791472655,1.0841425791472654,12,6,7,32
1767258792695,2026.01.01 09:13:12.695,1.0840595995033844,1.0842195995033843,16,10,6,37
1767258794028,2026.01.01 09:13:14.028,1.0840612945425905,1.0841912945425904,13,6,9,29
1767258794363,2026.01.01 09:13:14.363,1.0840092021653185,1.0841092021653185,10,6,11,20
1767258795806,2026.01.01 09:13:15.806,1.0839475272861214,1.0841575272861215,21,4,9,40
1767258796957,2026.01.01 09:13:16.957,1.0838730454150496,1.0840830454150496,21,5,4,37
1767258797802,2026.01.01 09:13:17.802,1.0839458244559739,1.084095824455974,15,10,9,38
1767258798535,2026.01.01 09:13:18.535,1.0839861975477545,1.0841361975477546,15,3,14,21
1767258798769,2026.01.01 09:13:18.769,1.0839808731535956,1.0841408731535955,16,3,13,23
1767258799310,2026.01.01 09:13:19.310,1.0839581835293375,1.0841981835293375,24,10,14,30
1767258799432,2026.01.01 09:13:19.432,1.083929487028939,1.084129487028939,20,7,6,22
1767258799581,2026.01.01 09:13:19.581,1.083984148884318,1.084154148884318,17,5,5,28
1767258800149,2026.01.01 09:13:20.149,1.084079370559727,1.084319370559727,24,8,9,29
1767258800159,2026.01.01 09:13:20.159,1.0840491009135305,1.0841691009135304,12,5,7,21
1767258800258,2026.01.01 09:13:20.258,1.0841060216895633,1.0843360216895632,23,12,9,26
1767258800921,2026.01.01 09:13:20.921,1.0841074223353313,1.0842574223353314,15,4,5,34
1767258801250,2026.01.01 09:13:21.250,1.0840968008888356,1.0842868008888356,19,14,4,38
1767258801398,2026.01.01 09:13:21.398,1.0841720116029772,1.0842820116029772,11,3,10,29
1767258802252,2026.01.01 09:13:22.252,1.0841715033169401,1.0843915033169402,22,12,3,43
1767258802520,2026.01.01 09:13:22.520,1.0841863215389027,1.0844163215389027,23,2,5,39
1767258803431,2026.01.01 09:13:23.431,1.0841987352355484,1.0843787352355485,18,3,9,33
1767258804130,2026.01.01 09:13:24.130,1.0841174552672155,1.0842274552672155,11,7,3,23
1767258804149,2026.01.01 09:13:24.149,1.0841318758246512,1.084251875824651,12,8,1,44
1767258804419,2026.01.01 09:13:24.419,1.0841037412234291,1.0843137412234292,21,5,2,30
1767258804600,2026.01.01 09:13:24.600,1.0840326835664218,1.0842726835664218,24,11,10,22
1767258805507,2026.01.01 09:13:25.507,1.0840068267123995,1.0842468267123995,24,1,5,42
1767258805529,2026.01.01 09:13:25.529,1.0839805572689176,1.0842005572689177,22,3,3,36
1767258806730,2026.01.01 09:13:26.730,1.084032051395874,1.084222051395874,19,4,6,26
1767258807060,2026.01.01 09:13:27.060,1.083978861915069,1.085358861915069,138,10,11,294
1767258808412,2026.01.01 09:13:28.412,1.0839393695431165,1.0841493695431166,21,13,8,37
1767258808750,2026.01.01 09:13:28.750,1.083951138956144,1.084061138956144,11,13,6,33
1767258809544,2026.01.01 09:13:29.544,1.0838848492675763,1.0840648492675764,18,12,10,33
1767258810330,2026.01.01 09:13:30.330,1.0838518989296646,1.0839518989296646,10,4,9,25
1767258811250,2026.01.01 09:13:31.250,1.0837686750928979,1.083908675092898,14,12,6,28
1767258812702,2026.01.01 09:13:32.702,1.0838146756658982,1.0839146756658982,10,1,14,41
1767258813830,2026.01.01 09:13:33.830,1.0837996075098761,1.0839396075098762,14,10,5,22
1767258814157,2026.01.01 09:13:34.157,1.083798811617626,1.084708811617626,91,9,4,489
1767258814402,2026.01.01 09:13:34.402,1.0838446121336156,1.0840146121336156,17,12,2,31
1767258814745,2026.01.01 09:13:34.745,1.083808498689433,1.084008498689433,20,10,6,23
1767258815130,2026.01.01 09:13:35.130,1.0837928993390005,1.0839628993390005,17,4,2,39
1767258816622,2026.01.01 09:13:36.622,1.0837400829390353,1.0838500829390354,11,2,5,35
1767258817792,2026.01.01 09:13:37.792,1.0836871577529854,1.0838571577529854,17,13,1,43
1767258818389,2026.01.01 09:13:38.389,1.0836411286082852,1.0838511286082853,21,9,3,29
1767258818911,2026.01.01 09:13:38.911,1.0836165040887435,1.0837565040887436,14,14,10,26
1767258820240,2026.01.01 09:13:40.240,1.0835972643120348,1.0838372643120349,24,4,5,29
1767258821593,2026.01.01 09:13:41.593,1.0836116959195798,1.0837116959195798,10,4,13,26
1767258822520,2026.01.01 09:13:42.520,1.0835671350721776,1.0837271350721775,16,11,13,42
1767258823902,2026.01.01 09:13:43.902,1.0835831167059735,1.0838031167059736,22,6,7,37
1767258824784,2026.01.01 09:13:44.784,1.0836073667705497,1.0837573667705498,15,8,8,28
1767258826046,2026.01.01 09:13:46.046,1.083583975661408,1.084793975661408,121,5,7,450
1767258826325,2026.01.01 09:13:46.325,1.0835437394327871,1.0836437394327871,10,12,7,37
1767258827132,2026.01.01 09:13:47.132,1.0835479933843861,1.083777993384386,23,8,11,36
1767258828456,2026.01.01 09:13:48.456,1.0835378475112356,1.0837678475112356,23,1,2,30
1767258829190,2026.01.01 09:13:49.190,1.0835488651026994,1.0836488651026994,10,13,6,20
1767258830388,2026.01.01 09:13:50.388,1.0836273584245124,1.0837773584245125,15,4,5,36
1767258830402,2026.01.01 09:13:50.402,1.0836307902769338,1.0838207902769337,19,1,11,23
1767258831262,2026.01.01 09:13:51.262,1.0835988287488698,1.0838088287488699,21,3,9,23
1767258832674,2026.01.01 09:13:52.674,1.0835542842682726,1.0837142842682725,16,11,12,33
1767258832761,2026.01.01 09:13:52.761,1.0835116741867066,1.0837016741867065,19,7,10,28
1767258834204,2026.01.01 09:13:54.204,1.083438535871351,1.0836285358713509,19,1,11,32
1767258834787,2026.01.01 09:13:54.787,1.0834851730517683,1.0835851730517683,10,5,4,35
1767258834928,2026.01.01 09:13:54.928,1.0833735091108005,1.0835535091108006,18,1,12,20
1767258835538,2026.01.01 09:13:55.538,1.0833979143516865,1.0836379143516865,24,6,7,22
1767258836613,2026.01.01 09:13:56.613,1.0833545111563527,1.0834845111563527,13,9,11,38
1767258836711,2026.01.01 09:13:56.711,1.0833288908956216,1.0834688908956216,14,3,8,27
1767258837122,2026.01.01 09:13:57.122,1.0832839915135442,1.0833939915135442,11,11,14,37
1767258837427,2026.01.01 09:13:57.427,1.0833562847465263,1.0835862847465263,23,11,6,25
1767258838755,2026.01.01 09:13:58.755,1.0833571005266107,1.0835671005266108,21,14,3,39
1767258839380,2026.01.01 09:13:59.380,1.0833966194528628,1.0835866194528627,19,12,11,25
1767258840189,2026.01.01 09:14:00.189,1.0834616457957926,1.0836816457957927,22,6,5,24
1767258840620,2026.01.01 09:14:00.620,1.0834698160694938,1.0836398160694938,17,4,1,31
1767258841676,2026.01.01 09:14:01.676,1.083410034880951,1.083640034880951,23,6,14,28
1767258842260,2026.01.01 09:14:02.260,1.0833990027434452,1.0835090027434453,11,2,13,28
1767258842412,2026.01.01 09:14:02.412,1.0833618903427669,1.0834818903427668,12,4,8,36
1767258843414,2026.01.01 09:14:03.414,1.0833367151346724,1.0835767151346725,24,13,12,38
1767258844088,2026.01.01 09:14:04.088,1.08333198394504,1.08354198394504,21,13,12,36
1767258844242,2026.01.01 09:14:04.242,1.0833252761629355,1.0835652761629355,24,7,12,41
1767258845500,2026.01.01 09:14:05.500,1.0833458816209864,1.0835258816209865,18,11,11,35
1767258846516,2026.01.01 09:14:06.516,1.0833737468356754,1.0834837468356755,11,6,2,31
1767258847028,2026.01.01 09:14:07.028,1.0833670395768622,1.0835970395768622,23,9,13,22
1767258847858,2026.01.01 09:14:07.858,1.0833872130227675,1.0835372130227676,15,11,10,33
1767258847971,2026.01.01 09:14:07.971,1.0833597450300207,1.0835697450300208,21,7,7,36
1767258849043,2026.01.01 09:14:09.043,1.0834254840213005,1.0835554840213004,13,1,9,41
1767258849250,2026.01.01 09:14:09.250,1.0833972084568897,1.0835572084568896,16,6,1,35
1767258849838,2026.01.01 09:14:09.838,1.0834570677811208,1.0836870677811208,23,11,13,40
1767258850238,2026.01.01 09:14:10.238,1.0833832644265322,1.0836132644265322,23,3,4,31
1767258851450,2026.01.01 09:14:11.450,1.0833642440636617,1.0835142440636618,15,8,7,43
1767258852013,2026.01.01 09:14:12.013,1.083347695154981,1.0835376951549809,19,13,14,21
1767258853494,2026.01.01 09:14:13.494,1.0833616447447185,1.0844816447447185,112,1,9,419
1767258854542,2026.01.01 09:14:14.542,1.0834047355848793,1.0835847355848793,18,10,2,31
1767258855864,2026.01.01 09:14:15.864,1.0833422658247265,1.0835722658247264,23,2,2,40
1767258856351,2026.01.01 09:14:16.351,1.0832868666726243,1.0834668666726244,18,3,6,35
1767258857615,2026.01.01 09:14:17.615,1.0832167712692384,1.0834067712692383,19,14,3,27
1767258858547,2026.01.01 09:14:18.547,1.0832827804790983,1.0834127804790983,13,3,4,35
1767258858976,2026.01.01 09:14:18.976,1.0832976607262381,1.083397660726238,10,7,3,29
1767258859142,2026.01.01 09:14:19.142,1.0832434421658153,1.0833534421658153,11,13,13,39
1767258859701,2026.01.01 09:14:19.701,1.0832212874221177,1.0833912874221177,17,8,1,34
1767258861175,2026.01.01 09:14:21.175,1.0832803754919007,1.0835103754919007,23,9,14,23
1767258862305,2026.01.01 09:14:22.305,1.083266469530385,1.083456469530385,19,7,14,34
1767258863335,2026.01.01 09:14:23.335,1.0832496101234954,1.0834196101234954,17,8,6,23
1767258864341,2026.01.01 09:14:24.341,1.0832105452881544,1.0834405452881544,23,11,11,30
1767258865785,2026.01.01 09:14:25.785,1.0831592956724634,1.0833992956724634,24,6,11,25
1767258866745,2026.01.01 09:14:26.745,1.0832184618629856,1.0833284618629857,11,2,13,23
1767258867043,2026.01.01 09:14:27.043,1.0833021569424226,1.0834321569424226,13,1,2,28
1767258868330,2026.01.01 09:14:28.330,1.0832528972222832,1.0833528972222832,10,3,2,28
1767258868535,2026.01.01 09:14:28.535,1.083323144338744,1.083483144338744,16,9,7,22
1767258869142,2026.01.01 09:14:29.142,1.0832987748679297,1.0834287748679297,13,13,5,42
1767258869668,2026.01.01 09:14:29.668,1.0833254572676982,1.0835254572676982,20,7,8,24
1767258870542,2026.01.01 09:14:30.542,1.0833959679579388,1.0836259679579388,23,2,14,34
1767258871693,2026.01.01 09:14:31.693,1.0833887141281537,1.0835587141281537,17,14,2,28
1767258872508,2026.01.01 09:14:32.508,1.0833723170321403,1.0835523170321404,18,1,13,21
1767258873700,2026.01.01 09:14:33.700,1.0834123710803296,1.0836223710803297,21,2,10,22
1767258874524,2026.01.01 09:14:34.524,1.083356873438478,1.083536873438478,18,3,8,40
1767258874761,2026.01.01 09:14:34.761,1.0834142265073698,1.0835342265073697,12,14,7,31
1767258874986,2026.01.01 09:14:34.986,1.083421366976992,1.0835613669769921,14,6,13,35
1767258875943,2026.01.01 09:14:35.943,1.0833924794515843,1.0846824794515844,129,12,10,551
1767258875967,2026.01.01 09:14:35.967,1.0833622710714186,1.0835122710714187,15,9,14,29
1767258877157,2026.01.01 09:14:37.157,1.083293097945827,1.083483097945827,19,8,8,34
1767258878451,2026.01.01 09:14:38.451,1.083266289337496,1.083436289337496,17,10,11,33
1767258879641,2026.01.01 09:14:39.641,1.0832530874493962,1.0834030874493963,15,9,3,33
1767258879697,2026.01.01 09:14:39.697,1.0832000227728107,1.0833500227728108,15,11,8,42
1767258880030,2026.01.01 09:14:40.030,1.0831977495240042,1.0833277495240041,13,11,6,32
1767258880883,2026.01.01 09:14:40.883,1.0832213953782304,1.0833813953782303,16,8,2,35
1767258881022,2026.01.01 09:14:41.022,1.0832107217714304,1.0834407217714304,23,7,6,27
1767258882466,2026.01.01 09:14:42.466,1.0832438580627564,1.0834738580627563,23,6,5,27
1767258882570,2026.01.01 09:14:42.570,1.0832035010636074,1.0833735010636074,17,8,3,36
1767258883206,2026.01.01 09:14:43.206,1.0832536702018185,1.0833736702018184,12,6,1,36
1767258883970,2026.01.01 09:14:43.970,1.0832597609371073,1.0834197609371072,16,2,7,22
1767258885295,2026.01.01 09:14:45.295,1.083337023795595,1.083457023795595,12,13,2,20
1767258886098,2026.01.01 09:14:46.098,1.0834577346612069,1.0836277346612069,17,9,1,36
1767258887414,2026.01.01 09:14:47.414,1.0834342224815918,1.0835342224815918,10,9,1,43
1767258887492,2026.01.01 09:14:47.492,1.0834127692877467,1.0835127692877466,10,3,7,35
1767258887512,2026.01.01 09:14:47.512,1.0834004571816493,1.0836304571816493,23,9,12,36
1767258888799,2026.01.01 09:14:48.799,1.083430242294158,1.083580242294158,15,2,1,44
1767258889680,2026.01.01 09:14:49.680,1.0834965407926818,1.0836865407926817,19,12,9,21
1767258890239,2026.01.01 09:14:50.239,1.0834639003684732,1.0836439003684732,18,14,6,44
1767258891406,2026.01.01 09:14:51.406,1.0834829625817972,1.0836929625817973,21,3,4,33
1767258892127,2026.01.01 09:14:52.127,1.0834761662173045,1.0837061662173044,23,14,12,26
1767258892159,2026.01.01 09:14:52.159,1.0835070716724313,1.0836370716724313,13,6,4,44
1767258892983,2026.01.01 09:14:52.983,1.083582544557102,1.083732544557102,15,14,13,38
1767258893338,2026.01.01 09:14:53.338,1.0835705281452301,1.0837805281452302,21,4,12,20
1767258893649,2026.01.01 09:14:53.649,1.0834870347618966,1.0836270347618966,14,8,14,36
1767258894021,2026.01.01 09:14:54.021,1.0835242298457406,1.0837342298457406,21,1,5,29
1767258894426,2026.01.01 09:14:54.426,1.08348259458481,1.0837225945848101,24,13,2,25
1767258894653,2026.01.01 09:14:54.653,1.083475438797962,1.083575438797962,10,6,5,26
1767258894803,2026.01.01 09:14:54.803,1.0835147903398057,1.0836647903398058,15,2,2,44
1767258895770,2026.01.01 09:14:55.770,1.0835296600824822,1.0837096600824823,18,6,12,25
1767258897013,2026.01.01 09:14:57.013,1.0835245740812045,1.0837645740812045,24,14,4,24
1767258898007,2026.01.01 09:14:58.007,1.0834957799955816,1.0837357799955816,24,1,10,21
1767258899009,2026.01.01 09:14:59.009,1.0833507853065678,1.0835607853065679,21,2,11,37
1767258899846,2026.01.01 09:14:59.846,1.0833857013473556,1.0835057013473555,12,9,14,43
1767258900538,2026.01.01 09:15:00.538,1.0833730537623945,1.0835730537623944,20,6,5,36
1767258902031,2026.01.01 09:15:02.031,1.0834487205763121,1.0836887205763122,24,8,6,43
1767258903044,2026.01.01 09:15:03.044,1.0834686219778102,1.0835886219778101,12,7,6,42
1767258903409,2026.01.01 09:15:03.409,1.0834415657091836,1.0836715657091835,23,9,9,26
1767258904426,2026.01.01 09:15:04.426,1.0834949092136024,1.0836049092136024,11,9,4,40
1767258905783,2026.01.01 09:15:05.783,1.0835524656839002,1.0837724656839003,22,11,13,38
1767258906949,2026.01.01 09:15:06.949,1.0835415140931826,1.0836715140931825,13,4,14,26
1767258907846,2026.01.01 09:15:07.846,1.0836011963364613,1.0837911963364613,19,7,5,42
1767258907982,2026.01.01 09:15:07.982,1.083573430933692,1.0836934309336919,12,5,6,26
1767258909121,2026.01.01 09:15:09.121,1.0835814133221624,1.0837914133221624,21,7,4,35
1767258910139,2026.01.01 09:15:10.139,1.0836099837415483,1.0837199837415483,11,4,6,31
1767258910752,2026.01.01 09:15:10.752,1.083649222820749,1.083749222820749,10,12,2,34
1767258912163,2026.01.01 09:15:12.163,1.0836802989131797,1.0838002989131796,12,10,12,34
1767258913186,2026.01.01 09:15:13.186,1.0836636660541517,1.0838536660541516,19,11,13,30
1767258913246,2026.01.01 09:15:13.246,1.0837183509361863,1.0838683509361864,15,11,7,21
1767258914308,2026.01.01 09:15:14.308,1.083712129570031,1.083892129570031,18,1,3,22
1767258915803,2026.01.01 09:15:15.803,1.083683678201917,1.083883678201917,20,4,14,38
1767258917132,2026.01.01 09:15:17.132,1.0836559613035515,1.0837959613035515,14,13,10,39
1767258918462,2026.01.01 09:15:18.462,1.0837529607231253,1.0839929607231253,24,10,4,44
1767258919250,2026.01.01 09:15:19.250,1.0837158615517206,1.0838358615517205,12,3,9,34
1767258920690,2026.01.01 09:15:20.690,1.0837804433130587,1.0840104433130586,23,9,12,35
1767258921513,2026.01.01 09:15:21.513,1.0837236699782682,1.0838636699782682,14,5,13,20
1767258922951,2026.01.01 09:15:22.951,1.0837480652505218,1.0838880652505218,14,4,5,34
1767258924330,2026.01.01 09:15:24.330,1.0837629194230964,1.0839029194230965,14,8,9,31
1767258924759,2026.01.01 09:15:24.759,1.0838439807670828,1.0840539807670828,21,5,10,26
1767258925974,2026.01.01 09:15:25.974,1.0838112606723243,1.0840212606723243,21,3,13,26
1767258926966,2026.01.01 09:15:26.966,1.0837647274614264,1.0839247274614263,16,2,10,30
1767258927800,2026.01.01 09:15:27.800,1.083758901942509,1.083898901942509,14,8,10,39
1767258928834,2026.01.01 09:15:28.834,1.083842142033971,1.084002142033971,16,12,12,30
1767258929410,2026.01.01 09:15:29.410,1.0837979341099737,1.0839779341099738,18,2,10,36
1767258929790,2026.01.01 09:15:29.790,1.0836685132783637,1.0838085132783637,14,14,6,22
1767258930735,2026.01.01 09:15:30.735,1.0836715016702323,1.0837815016702324,11,8,8,35
1767258931405,2026.01.01 09:15:31.405,1.0837189778161302,1.0838589778161303,14,5,5,24
1767258932869,2026.01.01 09:15:32.869,1.0836682875194983,1.0838382875194983,17,8,5,21
1767258933847,2026.01.01 09:15:33.847,1.083710684128166,1.0839206841281661,21,5,3,42
1767258935189,2026.01.01 09:15:35.189,1.0836588885789153,1.0837888885789153,13,1,7,26
1767258936359,2026.01.01 09:15:36.359,1.0836515606521309,1.083761560652131,11,12,2,29
1767258936570,2026.01.01 09:15:36.570,1.083689194767895,1.083879194767895,19,13,11,24
1767258938039,2026.01.01 09:15:38.039,1.0836298214978082,1.083749821497808,12,11,12,34
1767258938361,2026.01.01 09:15:38.361,1.0836388971643836,1.0838188971643836,18,14,3,31
1767258938487,2026.01.01 09:15:38.487,1.0836996458399482,1.0838796458399482,18,11,2,29
1767258939433,2026.01.01 09:15:39.433,1.0837233425449087,1.0838933425449087,17,2,13,41
1767258940017,2026.01.01 09:15:40.017,1.083687311242029,1.083857311242029,17,14,8,36
1767258940270,2026.01.01 09:15:40.270,1.083763247159665,1.083933247159665,17,6,4,39
1767258940816,2026.01.01 09:15:40.816,1.0837961667852611,1.0839661667852611,17,3,10,39
1767258940900,2026.01.01 09:15:40.900,1.083703144385265,1.083873144385265,17,8,8,30
1767258941295,2026.01.01 09:15:41.295,1.0837463565660017,1.0838463565660017,10,5,8,27
1767258942538,2026.01.01 09:15:42.538,1.0837177878533808,1.083867787853381,15,3,8,34
1767258943022,2026.01.01 09:15:43.022,1.083727616030763,1.083937616030763,21,12,8,21
1767258943449,2026.01.01 09:15:43.449,1.0837780162309776,1.0839580162309777,18,10,8,36
1767258943805,2026.01.01 09:15:43.805,1.0837505360017443,1.0839205360017443,17,7,12,42
1767258944454,2026.01.01 09:15:44.454,1.0836682563710422,1.0837882563710421,12,14,9,25
1767258945402,2026.01.01 09:15:45.402,1.0837435336306376,1.0839435336306376,20,8,2,40
1767258946366,2026.01.01 09:15:46.366,1.0838017628041976,1.0839017628041976,10,4,9,32
1767258947251,2026.01.01 09:15:47.251,1.0837974000035384,1.0839074000035385,11,13,8,27
1767258948023,2026.01.01 09:15:48.023,1.0838400710761131,1.084040071076113,20,13,11,30
1767258949235,2026.01.01 09:15:49.235,1.08382160173951,1.08406160173951,24,11,10,34
1767258950450,2026.01.01 09:15:50.450,1.083826450248348,1.083936450248348,11,9,1,32
1767258951123,2026.01.01 09:15:51.123,1.083819235851216,1.083979235851216,16,6,14,37
1767258951157,2026.01.01 09:15:51.157,1.0838027886469481,1.0840127886469482,21,14,5,37
1767258952370,2026.01.01 09:15:52.370,1.0838207537759526,1.0839707537759526,15,1,11,44
1767258953089,2026.01.01 09:15:53.089,1.0837603448347701,1.08396034483477,20,5,2,36
1767258954283,2026.01.01 09:15:54.283,1.083747765793232,1.083857765793232,11,5,10,41
1767258954469,2026.01.01 09:15:54.469,1.0837634897668562,1.0839334897668562,17,7,5,32
1767258954763,2026.01.01 09:15:54.763,1.0838553948022542,1.0840953948022543,24,7,13,22
1767258954835,2026.01.01 09:15:54.835,1.0837970180914887,1.0839770180914887,18,6,8,40
1767258955847,2026.01.01 09:15:55.847,1.0838230457443752,1.0840630457443752,24,8,9,43
1767258956518,2026.01.01 09:15:56.518,1.0838545531831967,1.0840145531831966,16,2,9,26
1767258957193,2026.01.01 09:15:57.193,1.0837607172466623,1.0838907172466623,13,14,1,31
1767258957358,2026.01.01 09:15:57.358,1.0837812438473828,1.084001243847383,22,13,7,23
1767258958440,2026.01.01 09:15:58.440,1.0838252581013321,1.0840452581013322,22,13,12,43
1767258959416,2026.01.01 09:15:59.416,1.0838546907353013,1.0839546907353013,10,7,11,30
1767258960274,2026.01.01 09:16:00.274,1.0838504943725575,1.0839804943725575,13,10,8,33
1767258961391,2026.01.01 09:16:01.391,1.0838671563743838,1.0839971563743838,13,7,10,37
1767258962785,2026.01.01 09:16:02.785,1.0838756486092462,1.0840456486092462,17,4,3,26
1767258963483,2026.01.01 09:16:03.483,1.0837911757423304,1.0839211757423304,13,12,13,24
1767258963640,2026.01.01 09:16:03.640,1.083800841758568,1.083930841758568,13,10,6,35
1767258963991,2026.01.01 09:16:03.991,1.083782488238269,1.084002488238269,22,2,11,30
1767258964476,2026.01.01 09:16:04.476,1.0837472471297191,1.0847972471297191,105,4,3,351
1767258965572,2026.01.01 09:16:05.572,1.0838714956273985,1.0840814956273985,21,4,9,22
1767258966965,2026.01.01 09:16:06.965,1.0839341264133795,1.0841241264133794,19,12,13,35
1767258967535,2026.01.01 09:16:07.535,1.0838766178103638,1.0840366178103638,16,12,3,30
1767258967871,2026.01.01 09:16:07.871,1.083893949620192,1.084133949620192,24,6,2,29
1767258969045,2026.01.01 09:16:09.045,1.0839668508839702,1.0840968508839701,13,14,9,42
1767258970044,2026.01.01 09:16:10.044,1.0838920409262665,1.0840920409262664,20,7,11,42
1767258970268,2026.01.01 09:16:10.268,1.0838958900833369,1.084045890083337,15,3,13,21
1767258970712,2026.01.01 09:16:10.712,1.0839020937196229,1.0840220937196228,12,10,14,35
1767258971673,2026.01.01 09:16:11.673,1.0838383690754978,1.0839983690754977,16,1,8,36
1767258972405,2026.01.01 09:16:12.405,1.0838573465907284,1.0840073465907285,15,3,8,29
1767258973756,2026.01.01 09:16:13.756,1.0839131589102544,1.0840331589102543,12,9,2,37
1767258973797,2026.01.01 09:16:13.797,1.0839885612898252,1.0841185612898252,13,1,6,31
1767258974476,2026.01.01 09:16:14.476,1.083976093084744,1.0841660930847439,19,13,13,27
1767258974770,2026.01.01 09:16:14.770,1.0841011753365009,1.0843311753365008,23,8,13,22
1767258976108,2026.01.01 09:16:16.108,1.083998276998831,1.084138276998831,14,2,5,39
1767258976546,2026.01.01 09:16:16.546,1.0840160878343217,1.0841960878343218,18,6,14,43
1767258976841,2026.01.01 09:16:16.841,1.0839454731183251,1.084175473118325,23,3,12,22
1767258978018,2026.01.01 09:16:18.018,1.0839499822502,1.0840999822502,15,7,2,25
1767258979475,2026.01.01 09:16:19.475,1.0839238869126948,1.084143886912695,22,2,5,21
1767258980527,2026.01.01 09:16:20.527,1.0839492307855143,1.0840792307855143,13,4,4,22
1767258980554,2026.01.01 09:16:20.554,1.083942886749809,1.084142886749809,20,10,9,36
1767258981332,2026.01.01 09:16:21.332,1.083901587540908,1.084101587540908,20,9,12,28
1767258981931,2026.01.01 09:16:21.931,1.0838635729935295,1.0840235729935295,16,6,1,23
1767258983335,2026.01.01 09:16:23.335,1.0839601959684022,1.0840701959684023,11,4,6,41
1767258984543,2026.01.01 09:16:24.543,1.0839823721553252,1.0841123721553252,13,2,7,42
1767258985562,2026.01.01 09:16:25.562,1.0838972657199983,1.0840372657199984,14,10,12,21
1767258985765,2026.01.01 09:16:25.765,1.083924805106754,1.084054805106754,13,14,6,43
1767258986276,2026.01.01 09:16:26.276,1.0839150712736363,1.0840450712736363,13,9,5,28
1767258987273,2026.01.01 09:16:27.273,1.0839153013279912,1.0841153013279912,20,4,12,33
1767258988419,2026.01.01 09:16:28.419,1.08395629573569,1.0841762957356902,22,9,4,30
1767258988542,2026.01.01 09:16:28.542,1.0840154570943759,1.084195457094376,18,14,5,21
1767258989797,2026.01.01 09:16:29.797,1.0839725164579799,1.0842025164579798,23,2,9,40
1767258990753,2026.01.01 09:16:30.753,1.083971029375272,1.084171029375272,20,7,5,21
1767258991593,2026.01.01 09:16:31.593,1.083943723825135,1.0841637238251352,22,11,10,24
1767258992890,2026.01.01 09:16:32.890,1.0839735669341888,1.0840835669341888,11,11,8,26
1767258993824,2026.01.01 09:16:33.824,1.083961951709502,1.0841119517095021,15,5,7,41
1767258993888,2026.01.01 09:16:33.888,1.083963414283487,1.084193414283487,23,8,4,23
1767258994697,2026.01.01 09:16:34.697,1.0839499004454365,1.0841199004454365,17,11,10,33
1767258995484,2026.01.01 09:16:35.484,1.0839445944696582,1.0841145944696582,17,14,5,21
1767258996975,2026.01.01 09:16:36.975,1.0840298270199544,1.0842298270199544,20,8,7,42
1767258997146,2026.01.01 09:16:37.146,1.0841493653281928,1.0843093653281928,16,14,6,31
1767258998559,2026.01.01 09:16:38.559,1.08416821993288,1.0843582199328798,19,14,13,29
1767258998655,2026.01.01 09:16:38.655,1.0841632214438892,1.0843632214438892,20,4,3,44
1767258998719,2026.01.01 09:16:38.719,1.0840834396058447,1.0842134396058447,13,13,10,20
1767258999930,2026.01.01 09:16:39.930,1.0840454186958541,1.084205418695854,16,4,3,38
1767259001354,2026.01.01 09:16:41.354,1.0840390818940648,1.084259081894065,22,8,2,42
1767259002736,2026.01.01 09:16:42.736,1.084003328733033,1.084193328733033,19,3,14,35
1767259003777,2026.01.01 09:16:43.777,1.0839728336948893,1.0841228336948894,15,7,3,34
1767259004619,2026.01.01 09:16:44.619,1.0840516031685923,1.0842516031685923,20,8,11,33
1767259004941,2026.01.01 09:16:44.941,1.0840530427092792,1.0842030427092793,15,8,10,28
1767259005709,2026.01.01 09:16:45.709,1.0840589533088492,1.0841689533088492,11,11,13,40
1767259006161,2026.01.01 09:16:46.161,1.0840252437808322,1.0841952437808322,17,10,1,42
1767259006498,2026.01.01 09:16:46.498,1.0840841210170709,1.0842541210170709,17,4,13,34
1767259007585,2026.01.01 09:16:47.585,1.0840734920856714,1.0843034920856713,23,9,9,26
1767259008355,2026.01.01 09:16:48.355,1.084047448902414,1.0842474489024139,20,10,2,23
1767259009627,2026.01.01 09:16:49.627,1.0839684113615484,1.0841284113615484,16,4,12,40
1767259010889,2026.01.01 09:16:50.889,1.0839653562658607,1.0841653562658606,20,8,13,37
1767259011477,2026.01.01 09:16:51.477,1.083937753365772,1.084117753365772,18,6,3,27
1767259012561,2026.01.01 09:16:52.561,1.0840219823530728,1.0841919823530728,17,5,5,31
1767259013577,2026.01.01 09:16:53.577,1.0841141772876728,1.0843441772876727,23,4,10,34
1767259014874,2026.01.01 09:16:54.874,1.0840524132629346,1.0842324132629346,18,5,12,34
1767259016325,2026.01.01 09:16:56.325,1.0839963056010404,1.0842363056010405,24,13,4,36
1767259016430,2026.01.01 09:16:56.430,1.0839824896192842,1.0841624896192843,18,11,13,21
